"Fuller, George Michael",PHYS 87,FA16,21,11,100.0,100.0,0.50,4.00,
"Murphy, Thomas",PHYS 87,FA16,15,9,100.0,100.0,0.79,4.00,
"Galderisi, Peter",POLI 100E,FA16,74,26,100.0,96.2,5.12,3.62,3.57
"Fletcher, Nathan",POLI 100G,FA16,46,18,100.0,100.0,6.00,3.50,3.11
"Hajnal, Zoltan Lloyd",POLI 100H,FA16,158,67,73.0,84.1,5.52,3.33,3.46
"Galderisi, Peter",POLI 102C,FA16,119,32,93.5,96.8,4.70,3.73,3.50
"Lajevardi, Nazita",POLI 102E,FA16,15,10,90.0,100.0,7.10,3.80,
"Smith, Glenn Chatmas",POLI 104A,FA16,130,30,82.1,75.0,5.71,3.39,3.41
"Smith, Glenn Chatmas",POLI 104I,FA16,86,20,100.0,95.0,6.00,3.55,3.33
"Stephens, Mattheus E",POLI 104M,FA16,97,35,100.0,100.0,5.47,3.55,3.54
"Sharpless, Isaac Walling",POLI 110A,FA16,27,25,84.0,88.0,6.50,3.46,3.15
"Magagna, Victor Valentine",POLI 113A,FA16,468,115,99.1,99.1,3.27,3.98,3.80
"Magagna, Victor Valentine",POLI 113A,FA16,465,163,98.0,100.0,3.51,3.93,3.80
"Ferree, Karen E",POLI 11D,FA16,184,76,94.3,95.7,5.94,3.45,3.32
"Fisk, David Lee",POLI 120B,FA16,65,13,100.0,100.0,5.50,3.70,3.62
"Feeley, Maureen Catherine",POLI 122,FA16,108,38,100.0,100.0,6.88,3.83,3.46
"Strom, Kaare",POLI 122D,FA16,95,32,93.3,96.7,5.95,3.68,3.13
"Bergman, Matthew Edward",POLI 126AA,FA16,43,13,100.0,91.7,4.67,3.64,3.43
"Roeder, Philip G",POLI 12D,FA16,136,85,92.1,92.1,5.81,3.50,3.10
"Naoi, Megumi",POLI 133A,FA16,150,52,96.2,100.0,4.34,3.38,3.39
"Mackie, Gerald",POLI 13D,FA16,147,78,73.6,65.3,5.08,3.29,3.17
"Willoughby, Randy K",POLI 142M,FA16,47,21,94.4,88.9,7.72,3.47,3.18
"Fisk, David Lee",POLI 145C,FA16,122,35,97.1,94.1,6.56,3.61,3.28
"Bergman, Matthew Edward",POLI 160AA,FA16,98,43,76.2,81.0,4.89,3.17,3.09
"Roberts, Margaret Earling",POLI 172,FA16,13,6,100.0,100.0,4.10,3.60,
"Kernell, Samuel H.",POLI 194,FA16,22,6,100.0,66.7,7.50,4.00,3.61
"Mackie, Gerald",POLI 27,FA16,245,95,52.8,64.0,3.89,3.33,3.26
"Desposato, Scott",POLI 30D,FA16,189,67,85.2,88.5,5.37,3.43,3.11
"Strom, Kaare",POLI 87,FA16,6,4,33.3,66.7,3.83,4.00,
"Dimler, Laura",PSYC 1,FA16,372,337,96.4,95.5,4.56,3.44,2.92
"Rose, Fred E.",PSYC 100,FA16,229,195,90.1,91.6,6.73,2.94,2.78
"Heyman, Gail D.",PSYC 101,FA16,292,204,96.9,92.7,5.36,3.49,3.07
"Turner, Katherine C",PSYC 104,FA16,310,244,97.5,89.3,4.63,3.56,3.45
"Lowe, Angela Beth",PSYC 105,FA16,237,203,90.6,95.6,5.05,3.17,3.01
"Winward, Jennifer Laven",PSYC 116,FA16,23,10,100.0,87.5,2.50,3.75,3.75
"Aron, Adam",PSYC 123,FA16,13,10,100.0,100.0,9.30,3.70,
"Golden, Susan S.",PSYC 133,FA16,20,19,73.7,94.7,5.39,3.18,3.13
"Gorman, Michael R.",PSYC 133,FA16,21,18,77.8,88.9,5.21,3.19,3.13
"Kaye, Walter H.",PSYC 134,FA16,272,135,95.3,93.8,3.69,3.65,3.13
"Momma, Shota",PSYC 145,FA16,58,33,63.3,73.3,4.71,2.96,3.06
"Glaser, Dale",PSYC 151,FA16,26,16,80.0,86.7,3.97,3.29,3.07
"Willis, Jarryd Thomas",PSYC 155,FA16,162,104,94.0,94.0,5.45,3.70,3.76
"Anzures, Gizelle",PSYC 156,FA16,98,55,94.0,86.0,4.38,3.37,
"Kaplan, Paul",PSYC 164,FA16,225,96,89.4,88.3,4.59,3.42,3.30
"Gasperi, Marianna",PSYC 168,FA16,241,203,92.0,87.6,5.93,3.16,3.00
"Anagnostaras, Stephan",PSYC 171,FA16,30,23,91.3,91.3,5.20,3.75,3.38
"Glaser, Dale",PSYC 178,FA16,114,56,88.7,90.6,4.22,3.10,2.84
"George, Olivier",PSYC 179,FA16,180,144,84.0,83.3,5.32,3.10,3.12
"Hanes, Esther",PSYC 180,FA16,62,51,96.1,96.1,5.25,3.54,3.49
"Fletcher, Laura Michelle",PSYC 182,FA16,72,51,91.7,85.4,3.28,3.70,3.52
"George, Olivier",PSYC 188,FA16,160,134,93.3,91.0,5.54,3.35,3.15
"Heyman, Gail D.",PSYC 194A,FA16,19,9,100.0,88.9,2.94,3.89,
"Stoermer, Viola Sophie",PSYC 2,FA16,299,148,81.6,85.8,5.04,3.33,2.89
"Sanders, Mara I.",PSYC 6,FA16,359,162,89.2,56.7,4.53,3.42,3.04
"Lowe, Angela Beth",PSYC 60,FA16,253,205,84.6,91.0,5.19,3.28,3.12
"Rickard, Timothy C.",PSYC 60,FA16,248,197,89.8,85.8,4.62,3.38,2.75
"Geller, Emma Harlan",PSYC 70,FA16,86,74,82.4,93.2,5.25,3.28,2.78
"Gorman, Michael R.",PSYC 87,FA16,14,11,100.0,88.9,1.17,4.00,
"Heyman, Gail D.",PSYC 90,FA16,26,9,100.0,88.9,0.50,4.00,
"Cohen, Richard S.",RELI 143,FA16,9,4,75.0,100.0,4.50,3.67,
"Rahimi, Babak",RELI 150,FA16,53,19,100.0,100.0,3.79,3.94,3.97
"Cohen, Richard S.",RELI 2,FA16,38,22,76.2,85.7,4.88,3.35,3.23
"Verdicchio, Pasquale",RELI 87,FA16,19,12,91.7,91.7,0.83,4.00,
"Chilukuri, Lakshmi N",REV 1,FA16,81,54,90.2,98.0,1.58,3.73,
"Jed, Stephanie H",REV 2,FA16,27,22,76.2,100.0,2.61,4.00,
"Van Den Einde, Yael Dahlia",SE 101A,FA16,79,60,94.9,79.3,10.26,3.05,2.62
"Loh, Kenneth J. H.",SE 101C,FA16,53,16,56.3,87.5,9.50,2.56,2.22
"Van Den Einde, Yael Dahlia",SE 103,FA16,99,42,45.0,45.0,14.20,3.05,2.84
"Cai, Shengqiang",SE 110A,FA16,29,6,100.0,83.3,7.17,3.17,2.97
"Asaro, Robert J",SE 121A,FA16,36,7,83.3,66.7,7.83,3.50,3.25
"Conte, Joel P",SE 125,FA16,99,41,90.0,95.0,8.04,3.28,2.85
"Loh, Kenneth J. H.",SE 130A,FA16,60,19,93.8,93.8,8.38,2.69,2.65
"Williams, Ebonee P.",SE 142,FA16,59,27,100.0,79.2,8.50,3.00,2.58
"Ozkula, Gulen",SE 150,FA16,95,43,94.7,55.3,10.71,2.89,2.96
"Elgamal, Ahmed",SE 180,FA16,92,41,90.0,90.0,8.35,3.13,3.20
"Hutchinson, Tara",SE 181,FA16,123,92,62.5,60.2,8.02,2.90,2.55
"Qiao, Yu",SE 2L,FA16,15,4,100.0,66.7,3.17,4.00,
"Day, James M.D.",SIO 100,FA16,26,19,94.7,94.7,5.87,3.53,3.62
"Aluwihare, Lihini",SIO 101,FA16,29,12,54.5,90.9,6.50,3.36,3.27
"Brown, Kevin Michael",SIO 106,FA16,19,7,85.7,71.4,8.21,2.71,
"Hilton, David Raymond",SIO 106,FA16,19,8,87.5,87.5,8.00,2.88,
"Teranes, Jane",SIO 108,FA16,20,10,100.0,100.0,4.10,3.60,3.13
"Keeling, Ralph F.",SIO 117,FA16,24,18,100.0,100.0,4.28,3.72,3.29
"Peach, Cheryl",SIO 12,FA16,136,67,93.9,95.5,3.48,3.68,3.49
"Allen, Andrew Ellis",SIO 123,FA16,24,18,100.0,100.0,4.25,3.75,3.85
"Burton, Ronald S.",SIO 132,FA16,154,89,85.7,90.5,4.96,3.11,2.83
"Hechinger, Ryan F.",SIO 132,FA16,161,91,85.9,89.4,4.90,3.13,2.83
"Laske, Gabi",SIO 15,FA16,329,128,95.2,96.0,3.68,3.79,3.65
"Cook, Geoffrey W",SIO 170,FA16,25,20,100.0,100.0,1.87,3.72,3.67
"Hamdoun, Amr",SIO 189,FA16,126,62,94.9,98.3,4.25,3.31,3.18
"Hughes, Chambers Connor",SIO 192,FA16,5,3,100.0,100.0,2.50,,
"Castillo, Paterno R.",SIO 30,FA16,135,66,83.1,81.4,3.67,3.33,3.30
"Holland, Nicholas D.",SIO 30,FA16,138,64,83.1,84.7,3.67,3.33,3.30
"Barbeau, Katherine",SIO 40,FA16,142,130,98.5,96.9,3.70,3.65,3.55
"Cook, Geoffrey W",SIO 50,FA16,33,18,100.0,100.0,5.39,3.81,3.47
"Norris, Joel Roland",SIO 87,FA16,16,9,77.8,100.0,0.94,,
"Cook, Geoffrey W",SIO 87,FA16,20,12,100.0,100.0,1.50,4.00,
"Deheyn, Dimitri Dominique",SIO 90,FA16,69,37,97.1,97.1,1.62,4.00,
"Skrentny, John David",SOCI 1,FA16,332,158,99.3,99.3,4.39,3.63,3.44
"Goldman, Harvey Stern",SOCI 100,FA16,89,47,82.2,91.1,6.73,3.14,3.14
"Lewis, Kevin Michael",SOCI 102,FA16,24,14,100.0,100.0,4.79,3.85,3.84
"Medvetz, Thomas Matthew",SOCI 104,FA16,21,8,71.4,85.7,6.50,3.43,3.54
"Jules-Rosette, Bennetta W.",SOCI 105,FA16,3,6,80.0,100.0,6.90,4.00,
"Schneider, Heidi L.",SOCI 115,FA16,42,18,100.0,100.0,3.91,3.94,3.78
"Gallagher-Geurtsen, Tricia Meghan",SOCI 117,FA16,64,59,94.9,93.2,4.81,3.78,3.74
"Chung, Luz Marina",SOCI 117,FA16,48,23,90.5,100.0,8.40,3.74,3.57
"Blair-Loy, Mary",SOCI 118,FA16,64,27,82.6,82.6,4.59,3.63,3.19
"Nunn, Lisa M.",SOCI 119,FA16,28,10,100.0,100.0,4.94,3.44,3.19
"Pardo Guerra, Juan Pablo",SOCI 121,FA16,50,19,78.9,89.5,4.72,3.61,3.87
"Lewis, Kevin Michael",SOCI 122,FA16,81,45,95.6,95.6,5.66,3.50,3.49
"Binder, Amy",SOCI 126,FA16,20,17,87.5,100.0,7.50,3.57,3.23
"Blair-Loy, Mary",SOCI 129,FA16,20,3,66.7,66.7,3.17,3.67,2.96
"Gonzalez-Hernandez, David",SOCI 131,FA16,34,26,73.1,92.3,3.65,3.72,3.60
"Scull, Andrew",SOCI 134,FA16,69,36,91.4,91.4,5.19,3.35,3.42
"Scull, Andrew",SOCI 136F,FA16,53,20,75.0,65.0,4.70,2.89,3.08
"Pinzur, David L",SOCI 137,FA16,56,27,96.2,96.2,4.82,3.63,3.24
"Ribas Norris, Janet Vanesa",SOCI 139,FA16,59,48,84.8,89.1,6.54,3.36,3.19
"Summers, Valerie R.",SOCI 141,FA16,75,26,92.0,92.0,4.00,3.52,3.35
"Schneider, Heidi L.",SOCI 142,FA16,40,15,100.0,100.0,4.79,3.79,3.73
"Lee, Jack Jin Gary",SOCI 147,FA16,25,9,44.4,44.4,5.50,3.00,3.24
"Scull, Andrew",SOCI 150,FA16,29,8,87.5,62.5,3.50,3.14,3.27
"Haydu, Jeffrey Miles",SOCI 196A,FA16,13,7,100.0,100.0,4.00,4.00,
"Ribas Norris, Janet Vanesa",SOCI 60,FA16,147,96,86.5,86.5,4.67,3.57,3.70
"Evans, Ivan T",SOCI 87,FA16,19,12,100.0,100.0,1.83,4.00,
"Binder, Amy",SOCI 87,FA16,17,12,90.9,90.9,1.05,3.50,
"Christenfeld, Nicholas",SXTH 1,FA16,64,37,80.0,85.7,2.10,3.87,
"Donoghue, Daniel J.",SXTH 2,FA16,35,19,94.1,100.0,2.26,4.00,
"Walsh, Kim C.",TDAC 1,FA16,20,14,100.0,100.0,2.50,3.85,3.70
"Walsh, Kim C.",TDAC 1,FA16,20,15,90.9,90.9,3.05,3.90,3.70
"Walsh, Kim C.",TDAC 1,FA16,20,11,100.0,75.0,6.00,4.00,3.70
"Walsh, Kim C.",TDAC 1,FA16,18,12,100.0,100.0,1.64,4.00,
"Walsh, Kim C.",TDAC 1,FA16,20,14,100.0,91.7,3.17,3.82,3.70
"Walsh, Kim C.",TDAC 1,FA16,20,14,100.0,100.0,4.32,4.00,3.70
"Walsh, Kim C.",TDAC 1,FA16,20,16,100.0,100.0,3.17,3.89,3.70
"Walsh, Kim C.",TDAC 1,FA16,22,9,100.0,100.0,2.50,4.00,3.70
"Walsh, Kim C.",TDAC 1,FA16,22,18,100.0,100.0,4.88,3.75,3.70
"Walsh, Kim C.",TDAC 1,FA16,19,15,100.0,92.3,2.65,3.75,
"Walsh, Kim C.",TDAC 101,FA16,18,16,93.8,93.8,4.10,3.80,
"Salovey, Todd",TDAC 101,FA16,17,6,100.0,100.0,3.70,3.80,
"Castro, Robert Jess",TDAC 102,FA16,12,5,100.0,100.0,5.70,4.00,
"Rubinstein, Kim",TDAC 103A,FA16,22,8,100.0,100.0,6.79,3.86,3.85
"Castro, Robert Jess",TDAC 108,FA16,14,5,100.0,100.0,6.00,4.00,
"Means, Charles E.",TDAC 122,FA16,12,4,100.0,100.0,13.00,4.00,
"Snaith, Yolande",TDCH 40,FA16,11,7,100.0,100.0,3.83,3.86,
"Guirguis, Mark C",TDDE 1,FA16,89,40,78.9,89.5,5.82,3.52,3.51
"Guirguis, Mark C",TDDE 131,FA16,17,8,100.0,100.0,3.64,3.86,
"Zingle, Laura Maria",TDDR 101,FA16,18,14,85.7,92.9,3.93,3.93,
"Carmody, James",TDDR 111,FA16,23,4,100.0,100.0,3.17,4.00,4.00
"Salovey, Todd",TDGE 1,FA16,118,52,93.8,97.9,2.59,3.85,3.71
"White, Bryan Curtiss",TDGE 11,FA16,186,90,98.9,97.7,2.33,3.77,3.63
"Havis, Allan",TDGE 11,FA16,144,64,98.3,95.0,1.22,3.84,3.33
"Harting, Carla Kelso",TDGE 25,FA16,17,13,100.0,90.0,4.72,3.90,
"Harting, Carla Kelso",TDGE 25,FA16,17,7,100.0,100.0,4.17,3.80,
"Harting, Carla Kelso",TDGE 25,FA16,19,11,100.0,100.0,2.72,3.75,
"Harting, Carla Kelso",TDGE 25,FA16,19,17,100.0,100.0,3.30,3.73,
"Harting, Carla Kelso",TDGE 25,FA16,20,11,100.0,100.0,4.00,4.00,3.68
"Harting, Carla Kelso",TDGE 25,FA16,19,6,100.0,100.0,5.17,4.00,
"Rubinstein, Kim",TDGE 5,FA16,40,11,100.0,100.0,1.10,3.80,3.86
"Rincon, Patricia A.",TDGE 89,FA16,16,10,100.0,100.0,1.17,4.00,
"Smith, Alison D",TDHD 171,FA16,12,11,100.0,100.0,4.10,4.00,
"George, Nadine",TDHT 10,FA16,14,5,100.0,100.0,7.00,4.00,
"Carmody, James",TDHT 102,FA16,22,3,100.0,100.0,4.50,3.33,3.84
"Smarr, Janet L.",TDHT 104,FA16,21,6,100.0,100.0,5.83,3.17,3.16
"Dorwart, Jason Bogaard",TDHT 21,FA16,58,31,67.9,78.6,4.20,3.25,3.43
"Valerdi, Natalia",TDMV 1,FA16,28,19,94.7,94.7,1.83,3.75,3.90
"Weinberg, Sadie",TDMV 1,FA16,30,17,100.0,94.1,1.17,3.94,3.92
"Sharp, Judith A Emile",TDMV 110,FA16,12,4,100.0,100.0,2.00,4.00,
"Smith, Alison D",TDMV 110,FA16,12,10,100.0,90.0,0.70,4.00,
"Sharp, Judith A Emile",TDMV 111,FA16,18,8,100.0,100.0,1.07,4.00,
"Rincon, Patricia A.",TDMV 120,FA16,14,9,100.0,87.5,1.50,4.00,
"Wilson, Terry A.",TDMV 120,FA16,29,20,100.0,94.7,1.24,3.94,3.83
"Geiger, Eric",TDMV 123,FA16,18,15,100.0,100.0,3.03,3.93,
"Rincon, Alicia",TDMV 130,FA16,16,5,100.0,100.0,1.30,4.00,
"Jun, Grace Shin Hae",TDMV 138,FA16,33,10,100.0,100.0,1.50,3.90,3.88
"Jun, Grace Shin Hae",TDMV 138,FA16,33,13,92.3,100.0,1.73,4.00,3.88
"Caligagan, Tony",TDMV 142,FA16,46,18,100.0,88.9,4.38,3.94,3.88
"Caligagan, Tony",TDMV 142,FA16,47,19,100.0,78.9,2.61,3.94,3.88
"Foster-King, Sandra",TDMV 143,FA16,42,14,92.9,71.4,4.35,3.92,3.95
"Geiger, Eric",TDMV 2,FA16,22,12,100.0,100.0,1.50,3.89,4.00
"Sammartano, Tonnie",TDMV 2,FA16,37,16,93.3,100.0,1.57,4.00,3.86
"Clancy, Liam",TDMV 2,FA16,24,22,100.0,100.0,1.55,3.90,3.88
"Snaith, Yolande",TDMV 2,FA16,21,11,80.0,70.0,1.17,4.00,3.89
"Arcidiacono, Kristin",TDMV 3,FA16,33,17,100.0,100.0,2.38,3.92,3.89
"Rincon, Alicia",TDMV 3,FA16,24,9,100.0,100.0,0.50,4.00,3.99
"Guirguis, Mark C",TDPR 6,FA16,31,11,87.5,100.0,4.00,4.00,3.76
"Stein, Deborah Isobel",TDPW 1,FA16,13,7,100.0,100.0,2.10,4.00,
"Stein, Deborah Isobel",TDPW 1,FA16,14,8,100.0,100.0,4.50,3.71,
"Stein, Deborah Isobel",TDPW 1,FA16,15,5,100.0,100.0,2.90,4.00,
"Stein, Deborah Isobel",TDPW 1,FA16,14,11,100.0,100.0,3.64,3.86,
"Stein, Deborah Isobel",TDPW 1,FA16,12,8,100.0,83.3,4.90,4.00,
"Stein, Deborah Isobel",TDPW 1,FA16,13,4,100.0,100.0,6.00,3.67,
"Stein, Deborah Isobel",TDPW 1,FA16,13,6,100.0,100.0,5.50,3.75,
"Stein, Deborah Isobel",TDPW 1,FA16,15,6,100.0,100.0,6.90,4.00,
"Wilson, Terry A.",TDTR 10,FA16,63,30,92.6,92.6,2.72,3.92,3.72
"Guirguis, Mark C",TMC 1,FA16,68,30,92.9,96.4,1.07,4.00,
"Carver, Leslie J.",TMC 198,FA16,25,13,92.3,100.0,3.88,,
"Havis, Allan",TMC 2,FA16,33,13,90.9,90.9,1.23,4.00,
"Gagnon, Jeffrey C",TMC 20,FA16,14,7,100.0,100.0,0.50,4.00,
"Havis, Allan",TMC 20,FA16,7,4,100.0,100.0,1.50,4.00,
"Dobkins, Karen R.",TMC 87,FA16,19,10,100.0,100.0,1.00,4.00,
"Rahimi, Babak",TWS 26,FA16,67,30,82.8,93.1,2.84,3.57,3.83
"Kwak, Nancy",USP 1,FA16,110,52,89.8,98.0,4.46,3.32,3.44
"Bergman, Matthew Edward",USP 101,FA16,18,9,50.0,87.5,4.75,2.86,
"Lajevardi, Nazita",USP 107,FA16,8,6,80.0,100.0,5.70,3.40,
"Bussell, Mirle Rabinowitz",USP 124,FA16,65,30,96.4,96.4,5.39,3.52,3.33
"Lewis, Leslie R",USP 144,FA16,139,64,93.3,95.0,5.08,3.37,3.28
"Garcia, Kathleen",USP 170,FA16,44,18,88.9,77.8,4.61,3.50,3.26
"Ducheny, Denise Moreno",USP 176,FA16,16,7,100.0,83.3,1.83,3.83,
"Peerson, Susan",USP 177,FA16,21,7,100.0,100.0,4.50,3.86,3.77
"Pezzoli, Keith",USP 186,FA16,35,15,100.0,93.3,5.36,3.77,3.61
"Wartell, Julie Dara",USP 191,FA16,18,6,100.0,100.0,6.50,3.50,
"Gallaccio, Anya",VIS 1,FA16,306,143,84.7,64.9,4.01,3.58,3.52
"Ortiz-Torres, Ruben",VIS 1,FA16,307,145,84.2,78.8,4.00,3.59,
"Herzog, Katie",VIS 105A,FA16,31,23,90.5,90.5,4.69,3.95,3.99
"Bedford, Elizabeth W",VIS 105C,FA16,12,10,100.0,100.0,7.25,3.78,
"Vangenderen, Monique Luise",VIS 106A,FA16,25,25,95.8,95.8,4.76,3.82,3.84
"Guerrero, Raul M.",VIS 106B,FA16,22,8,100.0,100.0,3.17,4.00,4.00
"Gregoire, Mathieu",VIS 107B,FA16,18,12,100.0,100.0,9.50,3.75,
"Adler, Amy",VIS 110C,FA16,16,16,100.0,100.0,6.13,3.88,
"Bryson, William N",VIS 124BN,FA16,66,48,91.1,95.6,4.45,3.29,2.78
"Rose, Jordan M",VIS 124CN,FA16,37,18,83.3,88.9,6.83,3.54,3.42
"Nodelman, Sheldon A.",VIS 125DN,FA16,30,15,85.7,64.3,5.50,3.27,3.40
"Newsome, Elizabeth Ann",VIS 126BN,FA16,69,25,91.7,91.7,4.00,3.44,3.16
"Shen, Kuiyi",VIS 127C,FA16,142,55,88.5,92.3,5.72,3.59,3.68
"Stalbaum, Brett",VIS 141B,FA16,8,4,100.0,100.0,9.00,3.75,
"Stalbaum, Brett",VIS 142,FA16,54,30,85.7,89.3,7.43,3.48,3.46
"Byrd, Stefani Michele",VIS 145B,FA16,12,10,80.0,80.0,5.70,3.50,
"Grenader, Emily Ruth",VIS 147A,FA16,38,29,92.9,92.9,5.81,3.58,3.55
"Kester, Grant",VIS 158,FA16,131,59,87.9,96.6,3.81,3.56,3.38
"Wallen, Ruth",VIS 164,FA16,25,10,70.0,60.0,6.70,3.60,3.38
"Cross, Brian R",VIS 171,FA16,19,8,100.0,71.4,6.21,3.57,
"Cross, Brian R",VIS 174,FA16,23,12,100.0,100.0,8.86,3.73,3.87
"Osterloh, Gina B",VIS 174,FA16,22,16,100.0,93.8,6.79,3.87,3.91
"Cho, Erica",VIS 175,FA16,20,11,100.0,100.0,6.10,3.45,3.62
"Trigilio, Michael",VIS 178,FA16,21,17,100.0,100.0,7.50,3.57,2.94
"Tonies, Joshua Vanjaymes",VIS 180B,FA16,21,13,100.0,100.0,5.00,3.83,3.84
"Cho, Erica",VIS 183A,FA16,21,10,66.7,100.0,5.61,3.75,3.70
"Crandall, Jordan",VIS 183B,FA16,26,13,91.7,91.7,6.50,3.67,3.55
"Woods, Ann",VIS 20,FA16,272,116,89.3,96.4,4.43,3.48,3.37
"Newsome, Elizabeth Ann",VIS 23,FA16,13,5,80.0,80.0,3.30,3.80,
"Cruz, Edwin Teddy",VIS 30,FA16,75,48,84.1,88.6,3.52,3.63,3.69
"Wade, Nathan S",VIS 41,FA16,91,47,90.9,84.1,6.31,3.81,3.72
"Osterloh, Gina B",VIS 60,FA16,166,105,89.7,76.3,4.95,3.76,3.69
"Trigilio, Michael",VIS 70N,FA16,88,80,93.8,97.5,5.78,3.35,3.10
"Williams, Alena J",VIS 84,FA16,182,105,75.0,85.0,5.37,3.53,3.21
"Goodall, Grant Todd",WARR 1,FA16,98,54,79.2,98.1,1.29,4.00,
"Trigilio, Michael",WARR 2,FA16,35,14,85.7,100.0,0.96,4.00,
"Lamey, Andy M.",WARR 87,FA16,12,7,83.3,83.3,4.90,4.00,
"McCleary, Keith Long",WCWP 100,FA16,57,55,65.5,92.7,7.77,3.24,3.27
"Veal, Adam",WCWP 100,FA16,39,20,78.9,94.7,5.32,3.78,3.73
"Young, Mark T",WCWP 100,FA16,17,6,80.0,100.0,10.50,3.20,
"Roxworthy, Emily",WCWP 10A,FA16,561,320,66.3,84.2,7.76,3.04,3.16
"Roxworthy, Emily",WCWP 10B,FA16,27,15,69.2,84.6,9.67,3.08,3.09
"Alcantara, Eldridge Escubido",ECE 45,S316,23,22,100.0,100.0,7.59,3.18,2.32
"Cohen, Shana R",EDS 115,S316,22,17,100.0,93.8,5.83,4.00,3.93
"Forbes, Cheryl A",EDS 125,S316,26,11,100.0,100.0,11.95,3.91,3.93
"Holtzman, Caren Lynn",EDS 128A,S316,18,13,91.7,91.7,11.00,4.00,
"Bresser, Bernard George",EDS 128B,S316,18,11,100.0,100.0,8.72,4.00,
"Braswell, Geoffrey E.",ANAR 100,S216,9,4,75.0,75.0,6.00,3.75,
"Braswell, Geoffrey E.",ANAR 155S,S216,9,4,75.0,75.0,6.50,3.75,
"Most, Corinna",ANBI 116,S216,12,6,100.0,100.0,4.17,3.50,
"Welji, Haleema Nazir",ANSC 122,S216,33,12,72.7,100.0,9.05,3.40,3.30
"Parish, Steven Martin",ANSC 166,S216,57,17,100.0,100.0,3.57,3.93,3.92
"Hagerman, Kiri Louise",ANTH 2,S216,14,9,88.9,100.0,4.25,3.00,
"Parish, Steven Martin",ANTH 21,S216,39,9,87.5,50.0,4.00,3.50,3.80
"Balaswaminathan, Sowparnika",ANTH 23,S216,39,11,81.8,100.0,6.14,3.36,2.95
"Grossman, Emily N",BIBC 103,S216,43,41,97.6,100.0,8.74,3.32,3.14
"Herndon, Jenny Dyann",BIBC 103,S216,16,16,93.8,81.3,12.88,3.50,
"Lo, Stanley Malvin Ming-Hi",BICD 100,S216,41,39,71.1,81.6,10.34,3.45,3.49
"Smith, Laurie",BICD 101,S216,24,21,80.0,90.0,6.70,3.80,3.58
"Teodorof, Carmen",BICD 110,S216,108,82,90.1,88.9,8.48,3.41,3.26
"Wills, Christopher",BIEB 150,S216,65,40,89.7,92.3,5.85,2.89,2.98
"Reuther, Keefe",BILD 10,S216,68,50,96.0,100.0,5.90,3.59,3.48
"Reuther, Keefe",BILD 3,S216,131,111,90.0,94.5,6.63,3.43,2.89
"Bozinovic, Goran",BIMM 101,S216,43,9,100.0,100.0,10.83,3.60,3.09
"Heinrichsen, Erilynn Terese",BIMM 110,S216,78,72,100.0,94.4,6.53,3.50,3.73
"Fortes, P. A. George",BIPN 120,S216,70,28,88.9,77.8,8.94,3.11,2.68
"Barnadas, Melinda Rose",CAT 124,S216,6,3,100.0,100.0,8.50,3.00,
"Hwang, Tae Ok",CAT 124,S216,6,3,100.0,100.0,8.50,3.00,
"Drews, Aaron",CENG 100,S216,37,28,89.3,96.4,7.83,2.89,2.78
"Herz, Richard K",CENG 15,S216,10,10,100.0,100.0,6.70,3.80,
"Kim, Eunsong",CGS 113,S216,7,5,100.0,100.0,5.50,3.50,
"Singh, Vineeta",CGS 2A,S216,19,7,100.0,100.0,4.83,3.17,
"Luthi, Andrea J",CHEM 12,S216,13,12,83.3,91.7,5.59,3.30,
"Ternansky, Robert J.",CHEM 140A,S216,69,42,81.0,92.9,14.50,3.12,2.63
"Oconnor, Joseph M.",CHEM 140A,S216,23,10,80.0,70.0,9.90,3.20,3.25
"Oconnor, Joseph M.",CHEM 140B,S216,155,34,93.9,93.9,13.21,3.10,2.56
"Albizati, Kim F.",CHEM 140C,S216,162,35,97.0,100.0,11.17,3.21,2.80
"Fisher, Kaitlin Mallory",CHEM 6A,S216,64,30,96.6,93.1,7.33,3.62,3.51
"Johnson, Christina A",CHEM 6B,S216,37,13,92.3,84.6,11.58,2.69,2.69
"Johnson, Christina A",CHEM 6C,S216,71,19,82.4,100.0,10.97,2.76,2.73
"Walker, Esther Jane",COGS 101B,S216,30,13,92.3,92.3,6.96,3.46,3.19
"Johnson, Christine M.",COGS 102A,S216,64,15,75.0,100.0,4.50,3.25,3.26
"Olson, Jacob Michael",COGS 109,S216,82,30,89.3,92.9,8.65,3.40,3.20
"Yang, Dorothy Daw-Shin",COGS 154,S216,28,6,100.0,100.0,6.17,3.60,3.19
"Frye, Conor Iain",COGS 157,S216,11,6,100.0,100.0,6.10,3.20,
"Datko, Michael",COGS 174,S216,50,45,95.6,93.3,5.12,3.32,3.09
"Boyle, Mary E. T.",COGS 187A,S216,71,15,76.9,76.9,7.42,3.75,3.77
"Gupta, Anjum",COGS 188,S216,26,20,90.0,100.0,6.10,3.35,2.97
"Boyle, Mary E. T.",COGS 3,S216,17,4,100.0,100.0,5.83,3.00,
"McKinney, Carl Lee",COMM 10,S216,50,22,83.3,100.0,4.28,3.67,3.54
"Roudakova, Natalia",COMM 100C,S216,13,6,100.0,100.0,7.83,3.50,
"McKenna, Denise",COMM 107,S216,19,3,100.0,100.0,1.83,3.33,
"Cortes, Diego M",COMM 111G,S216,23,8,85.7,85.7,4.50,3.50,3.50
